lsmaccx,lsmaccy,lsmaccz,lsmangx,lsmangy,lsmangz,a0,a1,a2,f1,f2,timestamp
0,0,0,0,0,0,16740,26342,34120,0,0,770
0,0,0,0,0,0,33160,33960,36953,0,1,775
0,0,0,0,0,0,21173,28662,35032,0,0,780
0,0,0,0,0,0,18964,27750,34632,0,0,785
0,0,0,0,0,0,17876,26982,34376,0,0,790
0,0,0,0,0,0,17300,26614,34200,0,0,795
0,0,0,0,0,0,16980,26422,34088,0,0,800
0,0,0,0,0,0,18788,27414,34776,0,0,805
0,0,0,0,0,0,33048,33352,36168,0,1,810
0,0,0,0,0,0,19476,29095,35944,0,0,822
0,0,0,0,0,0,20180,28198,34936,0,0,825
0,0,0,0,0,0,18196,27222,34552,0,0,830
0,0,0,0,0,0,17460,26710,34296,0,0,835
0,0,0,0,0,0,17076,26470,34120,0,0,840
0,0,0,0,0,0,16420,26038,33960,0,0,845
0,0,0,0,0,0,30583,33176,36456,0,1,850
0,0,0,0,0,0,22133,29255,35432,0,0,855
0,0,0,0,0,0,19364,27926,34840,0,0,860
0,0,0,0,0,0,18020,27030,34392,0,0,865
0,0,0,0,0,0,17396,26774,34248,0,0,870
0,0,0,0,0,0,17060,26406,34104,0,0,875
0,0,0,0,0,0,16692,26214,34056,0,0,880
0,0,0,0,0,0,33432,34280,36985,0,1,885
0,0,0,0,0,0,22085,29175,35368,0,0,890
0,0,0,0,0,0,19396,27878,34712,0,0,895
0,0,0,0,0,0,18100,27174,34424,0,0,900
0,0,0,0,0,0,17460,26646,34280,0,0,905
0,0,0,0,0,0,14195,26054,34456,0,0,917
0,0,0,0,0,0,34408,34648,35800,0,1,920
0,0,0,0,0,0,22389,29623,35272,0,0,925
0,0,0,0,0,0,19540,28182,34856,0,0,930
0,0,0,0,0,0,18132,27222,34504,0,0,935
0,0,0,0,0,0,17412,26790,34280,0,0,940
0,0,0,0,0,0,17044,26454,34104,0,0,945
0,0,0,0,0,0,18644,27398,34728,0,0,950
0,0,0,0,0,0,34024,33336,35896,0,0,955
0,0,0,0,0,0,24309,30519,36008,0,1,960
0,0,0,0,0,0,20244,28486,35160,0,0,965
0,0,0,0,0,0,18468,27526,34632,0,0,970
0,0,0,0,0,0,17604,26822,34360,0,0,975
0,0,0,0,0,0,17140,26470,34136,0,0,980
0,0,0,0,0,0,16868,26326,34024,0,0,985
0,0,0,0,0,0,16307,26006,33928,0,0,990
0,0,0,0,0,0,31575,33640,36664,0,1,995
0,0,0,0,0,0,22549,29479,35560,0,0,1000
0,0,0,0,0,0,16868,27670,35224,0,0,1012
0,0,0,0,0,0,18980,27414,34648,0,0,1015
0,0,0,0,0,0,17540,26710,34296,0,0,1020
0,0,0,0,0,0,18868,27510,34856,0,0,1025
0,0,0,0,0,0,32808,33160,36088,0,1,1030
0,0,0,0,0,0,22629,29543,35512,0,0,1035
0,0,0,0,0,0,19508,28022,34856,0,0,1040
0,0,0,0,0,0,18100,27206,34520,0,0,1045
0,0,0,0,0,0,17380,26678,34280,0,0,1050
0,0,0,0,0,0,17012,26406,34088,0,0,1055
0,0,0,0,0,0,16804,26294,34040,0,0,1060
0,0,0,0,0,0,16596,26070,34008,0,0,1065
0,0,0,0,0,0,31911,34568,35688,0,1,1070
0,0,0,0,0,0,21349,29047,35032,0,0,1075
0,0,0,0,0,0,18932,27734,34584,0,0,1080
0,0,0,0,0,0,17796,27046,34312,0,0,1085
0,0,0,0,0,0,17236,26614,34216,0,0,1090
0,0,0,0,0,0,16932,26326,34104,0,0,1095
0,0,0,0,0,0,18516,27334,34648,0,0,1100
0,0,0,0,0,0,27766,33032,37049,0,1,1112
0,0,0,0,0,0,23653,29895,35704,0,0,1115
0,0,0,0,0,0,19940,28246,34952,0,0,1120
0,0,0,0,0,0,18372,27302,34536,0,0,1125
0,0,0,0,0,0,17604,26806,34296,0,0,1130
0,0,0,0,0,0,17204,26518,34120,0,0,1135
0,0,0,0,0,0,16420,25926,33832,0,0,1140
0,0,0,0,0,0,30791,33352,36520,0,1,1145
0,0,0,0,0,0,22325,29415,35480,0,0,1150
0,0,0,0,0,0,19492,27974,34856,0,0,1155
0,0,0,0,0,0,18052,27222,34408,0,0,1160
0,0,0,0,0,0,17428,26662,34248,0,0,1165
0,0,0,0,0,0,17076,26438,34088,0,0,1170
0,0,0,0,0,0,33048,32487,35800,0,0,1175
0,0,0,0,0,0,25542,31383,36552,0,1,1180
0,0,0,0,0,0,20677,28807,35336,0,0,1185
0,0,0,0,0,0,18676,27638,34728,0,0,1190
0,0,0,0,0,0,17668,26854,34376,0,0,1195
0,0,0,0,0,0,14659,26422,34664,0,0,1207
0,0,0,0,0,0,32663,33656,36456,0,1,1210
0,0,0,0,0,0,22581,29735,35640,0,0,1215
0,0,0,0,0,0,19476,28118,34968,0,0,1220
0,0,0,0,0,0,18084,27158,34488,0,0,1225
0,0,0,0,0,0,17348,26742,34264,0,0,1230
0,0,0,0,0,0,17028,26422,34104,0,0,1235
0,0,0,0,0,0,19188,27638,34872,0,0,1240
0,0,0,0,0,0,34232,34216,36520,0,1,1245
0,0,0,0,0,0,22997,29831,35672,0,0,1250
0,0,0,0,0,0,19748,28166,34904,0,0,1255
0,0,0,0,0,0,18228,27318,34472,0,0,1260
0,0,0,0,0,0,17476,26774,34296,0,0,1265
0,0,0,0,0,0,17060,26358,34088,0,0,1270
0,0,0,0,0,0,17908,27046,34392,0,0,1275
0,0,0,0,0,0,30919,33176,36184,0,1,1280
0,0,0,0,0,0,21909,29191,35368,0,0,1285
0,0,0,0,0,0,19172,27862,34712,0,0,1290
0,0,0,0,0,0,15379,26806,34856,0,0,1302
0,0,0,0,0,0,18628,27174,34520,0,0,1305
0,0,0,0,0,0,33208,33976,36504,0,1,1310
0,0,0,0,0,0,22901,29991,35752,0,0,1315
0,0,0,0,0,0,19620,28310,35000,0,0,1320
0,0,0,0,0,0,18100,27238,34584,0,0,1325
0,0,0,0,0,0,17348,26678,34328,0,0,1330
0,0,0,0,0,0,19556,28022,35096,0,0,1335
0,0,0,0,0,0,32792,33800,36440,0,1,1340
0,0,0,0,0,0,22133,29399,35368,0,0,1345
0,0,0,0,0,0,19316,28022,34840,0,0,1350
0,0,0,0,0,0,18036,27190,34456,0,0,1355
0,0,0,0,0,0,17332,26662,34216,0,0,1360
0,0,0,0,0,0,16035,25894,33720,0,0,1365
0,0,0,0,0,0,30839,33960,36856,0,1,1370
0,0,0,0,0,0,22597,29703,35624,0,0,1375
0,0,0,0,0,0,19556,28166,34904,0,0,1380
0,0,0,0,0,0,18164,27206,34536,0,0,1385
0,0,0,0,0,0,17652,26998,34392,0,0,1390
0,0,0,0,0,0,26790,33096,37209,0,1,1402
0,0,0,0,0,0,23205,29799,35800,0,0,1405
0,0,0,0,0,0,19764,28310,35032,0,0,1410
0,0,0,0,0,0,20565,28791,35368,0,0,1415
0,0,0,0,0,0,32039,35064,35768,0,1,1420
0,0,0,0,0,0,22389,29831,35448,0,0,1425
0,0,0,0,0,0,19540,28214,34856,0,0,1430
0,0,0,0,0,0,18164,27350,34488,0,0,1435
0,0,0,0,0,0,20485,28743,35304,0,0,1440
0,0,0,0,0,0,33304,34888,35816,0,1,1445
0,0,0,0,0,0,21365,29271,34984,0,0,1450
0,0,0,0,0,0,19076,28022,34664,0,0,1455
0,0,0,0,0,0,17956,27174,34424,0,0,1460
0,0,0,0,0,0,17588,26966,34328,0,0,1465
0,0,0,0,0,0,31223,34520,35576,0,1,1470
0,0,0,0,0,0,22373,29767,35384,0,0,1475
0,0,0,0,0,0,19444,28214,34776,0,0,1480
0,0,0,0,0,0,18116,27318,34536,0,0,1485
0,0,0,0,0,0,27366,33560,37177,0,1,1497
0,0,0,0,0,0,23429,30103,35800,0,0,1500
0,0,0,0,0,0,19812,28310,35016,0,0,1505
0,0,0,0,0,0,18324,27462,34584,0,0,1510
0,0,0,0,0,0,32439,33976,36056,0,0,1515
0,0,0,0,0,0,25558,31671,36648,0,1,1520
0,0,0,0,0,0,20885,29287,35512,0,0,1525
0,0,0,0,0,0,18900,27862,34872,0,0,1530
0,0,0,0,0,0,17828,27110,34456,0,0,1535
0,0,0,0,0,0,34056,35144,35944,0,1,1540
0,0,0,0,0,0,21845,29399,35160,0,0,1545
0,0,0,0,0,0,19252,28006,34728,0,0,1550
0,0,0,0,0,0,18020,27254,34440,1,0,1555
0,0,0,0,0,0,17268,26694,34264,0,0,1560
0,0,0,0,0,0,30807,36040,36200,0,1,1565
0,0,0,0,0,0,22325,30583,35736,0,0,1570
0,0,0,0,0,0,19476,28566,35048,0,0,1575
0,0,0,0,0,0,18068,27542,34600,0,0,1580
0,0,0,0,0,0,27110,33576,37369,0,1,1592
0,0,0,0,0,0,23333,30167,35880,0,0,1595
0,0,0,0,0,0,19876,28454,35160,0,0,1600
0,0,0,0,0,0,20420,28855,35496,0,0,1605
0,0,0,0,0,0,32167,35800,36008,0,1,1610
0,0,0,0,0,0,22149,30023,35448,0,0,1615
0,0,0,0,0,0,19476,28358,34856,0,0,1620
0,0,0,0,0,0,18100,27478,34552,0,0,1625
0,0,0,0,0,0,17012,26646,34232,0,0,1630
0,0,0,0,0,0,30711,34632,35704,0,1,1635
0,0,0,0,0,0,22309,29991,35496,0,0,1640
0,0,0,0,0,0,19476,28230,34872,0,0,1645
0,0,0,0,0,0,18100,27350,34488,0,0,1650
0,0,0,0,0,0,34200,36552,36472,0,1,1655
0,0,0,0,0,0,21781,29863,35352,0,0,1660
0,0,0,0,0,0,19156,28278,34792,0,0,1665
0,0,0,0,0,0,18100,27494,34568,0,0,1670
0,0,0,0,0,0,17220,26822,34296,0,0,1675
0,0,0,0,0,0,27366,37193,39801,1,2,1717
0,0,0,0,0,0,24213,31847,37497,0,0,1720
0,0,0,0,0,0,31959,35592,36728,0,1,1725
0,0,0,0,0,0,23397,30791,36136,0,0,1730
0,0,0,0,0,0,20501,29079,35368,0,0,1735
0,0,0,0,0,0,18740,27958,34888,0,0,1740
0,0,0,0,0,0,33864,35816,36136,0,1,1745
0,0,0,0,0,0,22357,30103,35480,0,0,1750
0,0,0,0,0,0,19684,28582,35000,0,0,1755
0,0,0,0,0,0,18452,27606,34632,1,0,1760
0,0,0,0,0,0,17268,26870,34296,0,0,1765
0,0,0,0,0,0,30871,34408,36889,0,1,1770
0,0,0,0,0,0,22549,29863,35704,0,0,1775
0,0,0,0,0,0,19668,28294,35032,0,0,1780
0,0,0,0,0,0,18372,27510,34664,0,0,1785
0,0,0,0,0,0,35096,35848,36552,0,1,1790
0,0,0,0,0,0,20821,29159,35000,0,0,1795
0,0,0,0,0,0,18900,28006,34696,0,0,1800
0,0,0,0,0,0,18036,27302,34552,0,0,1805
0,0,0,0,0,0,25766,33416,37673,0,1,1822
0,0,0,0,0,0,23525,30295,36088,0,0,1825
0,0,0,0,0,0,22501,30375,36296,0,0,1830
0,0,0,0,0,0,31703,35672,36056,1,1,1835
0,0,0,0,0,0,22357,30263,35544,0,0,1840
0,0,0,0,0,0,19556,28502,34984,0,0,1845
0,0,0,0,0,0,18276,27478,34536,0,0,1850
0,0,0,0,0,0,28855,32984,35720,0,0,1855
0,0,0,0,0,0,24774,31463,36472,0,1,1860
0,0,0,0,0,0,20436,28935,35368,0,0,1865
0,0,0,0,0,0,18596,27782,34680,0,0,1870
0,0,0,0,0,0,17284,26822,34344,0,0,1875
0,0,0,0,0,0,30535,34248,36937,0,1,1880
0,0,0,0,0,0,22565,30055,35768,0,0,1885
0,0,0,0,0,0,19732,28342,35064,0,0,1890
0,0,0,0,0,0,19700,28390,35176,0,0,1895
0,0,0,0,0,0,32023,34984,35704,0,1,1900
0,0,0,0,0,0,22069,29543,35208,1,0,1905
0,0,0,0,0,0,17524,28438,35576,0,0,1917
0,0,0,0,0,0,36216,35960,36488,0,1,1920
0,0,0,0,0,0,22309,30183,35416,0,0,1925
0,0,0,0,0,0,19524,28502,34984,0,0,1930
0,0,0,0,0,0,18484,27654,34664,0,0,1935
0,0,0,0,0,0,30039,33640,35624,0,0,1940
0,0,0,0,0,0,24261,31479,36616,0,1,1945
0,0,0,0,0,0,20212,28871,35416,0,0,1950
0,0,0,0,0,0,18708,27878,34792,0,0,1955
0,0,0,0,0,0,17220,26854,34344,1,0,1960
0,0,0,0,0,0,30311,35944,36296,0,1,1965
0,0,0,0,0,0,22069,30487,35736,0,0,1970
0,0,0,0,0,0,19508,28662,35112,0,0,1975
0,0,0,0,0,0,18164,27686,34680,0,0,1980
0,0,0,0,0,0,30695,35080,35944,0,1,1985
0,0,0,0,0,0,22181,30023,35496,0,0,1990
0,0,0,0,0,0,19476,28374,34872,0,0,1995
0,0,0,0,0,0,20773,29271,35544,0,0,2000
0,0,0,0,0,0,26326,34376,36328,1,1,2012
0,0,0,0,0,0,22837,30407,35688,0,0,2015
0,0,0,0,0,0,22837,30775,36280,0,0,2020
0,0,0,0,0,0,31479,36360,36184,0,1,2025
0,0,0,0,0,0,22341,30695,35768,0,0,2030
0,0,0,0,0,0,19572,28646,35048,0,0,2035
0,0,0,0,0,0,20661,29239,35656,0,0,2040
0,0,0,0,0,0,31159,37081,36472,0,1,2045
0,0,0,0,0,0,22117,30791,35736,0,0,2050
0,0,0,0,0,0,19300,28727,35048,0,0,2055
0,0,0,0,0,0,19988,28919,35336,0,0,2060
0,0,0,0,0,0,31191,34504,35448,1,1,2065
0,0,0,0,0,0,21973,29639,35192,0,0,2070
0,0,0,0,0,0,19284,28150,34760,0,0,2075
0,0,0,0,0,0,20901,29127,35448,0,0,2080
0,0,0,0,0,0,30759,36440,36216,0,1,2085
0,0,0,0,0,0,22133,30615,35704,0,0,2090
0,0,0,0,0,0,19492,28662,35048,0,0,2095
0,0,0,0,0,0,20517,28935,35112,0,0,2100
0,0,0,0,0,0,26134,33528,37337,1,1,2112
0,0,0,0,0,0,22949,30167,35912,0,0,2115
0,0,0,0,0,0,19652,28406,35112,0,0,2120
0,0,0,0,0,0,30599,36360,36568,0,1,2125
0,0,0,0,0,0,22373,30855,35896,0,0,2130
0,0,0,0,0,0,19604,28743,35112,0,0,2135
0,0,0,0,0,0,17716,27382,34472,0,0,2140
0,0,0,0,0,0,30167,35336,36088,0,1,2145
0,0,0,0,0,0,22133,30183,35576,0,0,2150
0,0,0,0,0,0,19524,28550,34984,0,0,2155
0,0,0,0,0,0,32423,36264,35848,1,0,2160
0,0,0,0,0,0,24373,31815,36328,0,1,2165
0,0,0,0,0,0,20308,29287,35352,0,0,2170
0,0,0,0,0,0,18596,27958,34888,0,0,2175
0,0,0,0,0,0,34600,35736,36440,0,1,2180
0,0,0,0,0,0,20084,28935,34808,0,0,2185
0,0,0,0,0,0,18564,27830,34648,0,0,2190
0,0,0,0,0,0,21093,29479,35720,0,0,2195
0,0,0,0,0,0,26166,34888,36552,1,1,2207
0,0,0,0,0,0,22677,30503,35736,0,0,2210
0,0,0,0,0,0,19316,28711,35064,0,0,2215
0,0,0,0,0,0,30423,34936,35912,0,1,2220
0,0,0,0,0,0,22277,30199,35528,0,0,2225
0,0,0,0,0,0,19524,28470,35000,0,0,2230
0,0,0,0,0,0,33832,35512,35640,0,0,2235
0,0,0,0,0,0,24838,31895,36360,0,1,2240
0,0,0,0,0,0,20549,29175,35352,1,0,2245
0,0,0,0,0,0,18740,27814,34728,0,0,2250
0,0,0,0,0,0,31703,35336,35912,0,1,2255
0,0,0,0,0,0,21845,29671,35336,0,0,2260
0,0,0,0,0,0,19284,28134,34776,0,0,2265
0,0,0,0,0,0,18132,27510,34584,0,0,2270
0,0,0,0,0,0,30343,36120,36360,0,1,2275
0,0,0,0,0,0,22197,30615,35736,0,0,2280
0,0,0,0,0,0,19348,28662,35032,1,0,2285
0,0,0,0,0,0,30167,32936,35960,0,0,2290
0,0,0,0,0,0,21413,30903,36824,0,1,2302
0,0,0,0,0,0,21477,29207,35592,0,0,2305
0,0,0,0,0,0,31271,37241,36889,0,1,2310
0,0,0,0,0,0,22373,30999,36040,0,0,2315
0,0,0,0,0,0,19492,28791,35160,0,0,2320
0,0,0,0,0,0,17988,27638,34600,1,0,2325
0,0,0,0,0,0,30231,35640,36216,0,1,2330
0,0,0,0,0,0,22085,30343,35672,0,0,2335
0,0,0,0,0,0,19380,28582,35032,0,0,2340
0,0,0,0,0,0,34280,38377,37385,0,1,2345
0,0,0,0,0,0,20549,29751,35272,0,0,2350
0,0,0,0,0,0,18660,28262,34792,0,0,2355
0,0,0,0,0,0,20388,29191,35496,0,0,2360
0,0,0,0,0,0,30519,34376,35416,1,1,2365
0,0,0,0,0,0,22101,29831,35336,0,0,2370
0,0,0,0,0,0,19380,28278,34840,0,0,2375
0,0,0,0,0,0,32711,36344,35816,0,0,2380
0,0,0,0,0,0,24662,32119,36472,0,1,2385
0,0,0,0,0,0,17108,28518,35624,0,0,2397
0,0,0,0,0,0,32743,35752,36264,1,1,2400
0,0,0,0,0,0,22853,30391,35704,0,0,2405
0,0,0,0,0,0,19764,28646,35048,0,0,2410
0,0,0,0,0,0,30151,35224,35176,0,0,2415
0,0,0,0,0,0,25030,32215,36664,0,1,2420
0,0,0,0,0,0,20388,29319,35416,0,0,2425
0,0,0,0,0,0,18644,27974,34872,0,0,2430
0,0,0,0,0,0,31159,34792,35768,0,1,2435
0,0,0,0,0,0,22037,29767,35368,1,0,2440
0,0,0,0,0,0,19284,28214,34824,0,0,2445
0,0,0,0,0,0,17396,26918,34248,0,0,2450
0,0,0,0,0,0,30215,35960,36360,0,1,2455
0,0,0,0,0,0,22165,30455,35704,0,0,2460
0,0,0,0,0,0,19428,28598,35048,0,0,2465
0,0,0,0,0,0,31671,35320,35992,0,1,2470
0,0,0,0,0,0,21989,29799,35368,1,0,2475
0,0,0,0,0,0,19300,28230,34792,0,0,2480
0,0,0,0,0,0,17636,27206,34376,0,0,2485
0,0,0,0,0,0,26150,34664,36664,0,1,2497
0,0,0,0,0,0,22629,30423,35816,0,0,2500
0,0,0,0,0,0,32343,36360,36456,0,1,2505
0,0,0,0,0,0,22053,30199,35496,1,0,2510
0,0,0,0,0,0,19428,28502,34968,0,0,2515
0,0,0,0,0,0,17780,27334,34456,0,0,2520
0,0,0,0,0,0,30215,35752,36184,0,1,2525
0,0,0,0,0,0,22229,30519,35736,0,0,2530
0,0,0,0,0,0,19476,28582,35048,0,0,2535
0,0,0,0,0,0,31959,35288,35960,0,1,2540
0,0,0,0,0,0,21877,29783,35304,1,0,2545
0,0,0,0,0,0,19236,28166,34712,0,0,2550
0,0,0,0,0,0,17572,27174,34312,0,0,2555
0,0,0,0,0,0,30231,36905,36744,0,1,2560
0,0,0,0,0,0,22069,30887,35896,0,0,2565
0,0,0,0,0,0,19396,28887,35128,0,0,2570
0,0,0,0,0,0,31655,35912,36248,1,1,2575
0,0,0,0,0,0,21973,30087,35448,0,0,2580
0,0,0,0,0,0,29335,38137,37625,0,1,2592
0,0,0,0,0,0,22757,31127,35944,0,0,2595
0,0,0,0,0,0,19364,28919,35160,0,0,2600
0,0,0,0,0,0,18148,27702,34648,0,0,2605
0,0,0,0,0,0,31191,34872,35736,1,1,2610
0,0,0,0,0,0,21973,29815,35384,0,0,2615
0,0,0,0,0,0,19268,28198,34840,0,0,2620
0,0,0,0,0,0,16420,26262,33832,0,0,2625
0,0,0,0,0,0,30071,35672,36344,0,1,2630
0,0,0,0,0,0,22133,30391,35688,0,0,2635
0,0,0,0,0,0,19428,28598,35048,1,0,2640
0,0,0,0,0,0,31159,34808,35752,0,1,2645
0,0,0,0,0,0,22213,29911,35448,0,0,2650
0,0,0,0,0,0,19412,28342,34840,0,0,2655
0,0,0,0,0,0,31943,37673,35944,0,0,2660
0,0,0,0,0,0,25190,32808,36360,0,1,2665
0,0,0,0,0,0,20404,29415,35464,1,0,2670
0,0,0,0,0,0,18692,28022,34888,0,0,2675
0,0,0,0,0,0,27798,35672,37977,0,1,2693
0,0,0,0,0,0,33816,37033,35752,0,0,2695
0,0,0,0,0,0,26358,33480,36600,1,1,2700
0,0,0,0,0,0,21237,29831,35688,0,0,2705
0,0,0,0,0,0,19300,28550,35144,0,0,2710
0,0,0,0,0,0,31095,34936,35896,0,1,2715
0,0,0,0,0,0,22261,29959,35512,0,0,2720
0,0,0,0,0,0,19396,28374,34856,0,0,2725
0,0,0,0,0,0,29319,36088,35432,1,0,2730
0,0,0,0,0,0,24662,32375,36712,0,1,2735
0,0,0,0,0,0,20292,29447,35528,0,0,2740
0,0,0,0,0,0,18836,28182,34984,0,0,2745
0,0,0,0,0,0,30839,34632,35688,0,1,2750
0,0,0,0,0,0,22133,29831,35448,0,0,2755
0,0,0,0,0,0,19364,28246,34856,1,0,2760
0,0,0,0,0,0,29431,34584,34904,0,0,2765
0,0,0,0,0,0,24774,32119,36520,0,1,2770
0,0,0,0,0,0,20356,29191,35416,0,0,2775
0,0,0,0,0,0,18836,28054,34904,0,0,2780
0,0,0,0,0,0,26246,34424,36536,1,1,2792
0,0,0,0,0,0,22693,30263,35656,0,0,2795
0,0,0,0,0,0,30695,35448,35464,0,0,2800
0,0,0,0,0,0,25078,32279,36696,0,1,2805
0,0,0,0,0,0,20629,29463,35512,0,0,2810
0,0,0,0,0,0,19460,28534,35240,0,0,2815
0,0,0,0,0,0,30791,35064,35800,1,1,2820
0,0,0,0,0,0,22133,30119,35432,0,0,2825
0,0,0,0,0,0,19380,28374,34888,0,0,2830
0,0,0,0,0,0,33592,35368,35416,0,0,2835
0,0,0,0,0,0,25318,32151,36488,0,1,2840
0,0,0,0,0,0,20853,29415,35464,1,0,2845
0,0,0,0,0,0,20020,28775,35336,0,0,2850
0,0,0,0,0,0,30823,34872,35656,0,1,2855
0,0,0,0,0,0,22261,29927,35416,0,0,2860
0,0,0,0,0,0,19348,28214,34840,0,0,2865
0,0,0,0,0,0,30199,35704,35464,0,0,2870
0,0,0,0,0,0,24405,31959,36424,1,1,2875
0,0,0,0,0,0,16612,28262,35368,0,0,2887
0,0,0,0,0,0,32631,35960,36408,0,1,2890
0,0,0,0,0,0,22741,30519,35800,0,0,2895
0,0,0,0,0,0,19620,28534,35128,1,0,2900
0,0,0,0,0,0,29863,35352,35304,0,0,2905
0,0,0,0,0,0,24774,32263,36584,0,1,2910
0,0,0,0,0,0,20452,29367,35512,0,0,2915
0,0,0,0,0,0,18772,28022,34904,0,0,2920
0,0,0,0,0,0,31031,35320,35960,0,1,2925
0,0,0,0,0,0,22053,29895,35432,1,0,2930
0,0,0,0,0,0,19236,28214,34840,0,0,2935
0,0,0,0,0,0,17556,27126,34312,0,0,2940
0,0,0,0,0,0,30119,35528,36216,0,1,2945
0,0,0,0,0,0,22053,30359,35656,0,0,2950
0,0,0,0,0,0,19332,28502,35000,1,0,2955
0,0,0,0,0,0,33896,35864,36328,0,1,2960
0,0,0,0,0,0,20725,29015,34840,0,0,2965
0,0,0,0,0,0,18820,27846,34584,0,0,2970
0,0,0,0,0,0,26806,34264,37417,1,1,2982
0,0,0,0,0,0,23221,30407,35928,0,0,2985
0,0,0,0,0,0,19716,28566,35096,0,0,2990
0,0,0,0,0,0,34104,35752,36024,0,1,2995
0,0,0,0,0,0,22165,30311,35688,0,0,3000
0,0,0,0,0,0,19348,28438,34888,1,0,3005
0,0,0,0,0,0,20693,29191,35496,0,0,3010
0,0,0,0,0,0,30615,35560,36008,0,1,3015
0,0,0,0,0,0,22117,30343,35496,0,0,3020
0,0,0,0,0,0,19396,28438,34952,0,0,3025
0,0,0,0,0,0,29655,33512,35592,1,0,3030
0,0,0,0,0,0,24678,31783,36552,0,1,3035
0,0,0,0,0,0,20420,29079,35480,0,0,3040
0,0,0,0,0,0,18852,27926,34904,0,0,3045
0,0,0,0,0,0,30871,35896,36168,0,1,3050
0,0,0,0,0,0,22197,30263,35608,1,0,3055
0,0,0,0,0,0,19364,28422,34936,0,0,3060
0,0,0,0,0,0,17588,27270,34376,0,0,3065
0,0,0,0,0,0,25926,33480,37401,0,1,3077
0,0,0,0,0,0,22917,30071,35880,1,0,3080
0,0,0,0,0,0,33608,37753,37145,0,1,3085
0,0,0,0,0,0,21365,30439,35656,0,0,3090
0,0,0,0,0,0,19236,28630,35064,0,0,3095
0,0,0,0,0,0,20468,28775,35064,0,0,3100
0,0,0,0,0,0,30519,35032,35848,1,1,3105
0,0,0,0,0,0,22181,30055,35544,0,0,3110
0,0,0,0,0,0,19348,28294,34824,0,0,3115
0,0,0,0,0,0,31047,36632,35832,0,0,3120
0,0,0,0,0,0,24614,32343,36680,0,1,3125
0,0,0,0,0,0,20276,29399,35400,1,0,3130
0,0,0,0,0,0,18548,28054,34872,0,0,3135
0,0,0,0,0,0,31511,35112,35896,0,1,3140
0,0,0,0,0,0,21925,29751,35288,0,0,3145
0,0,0,0,0,0,19300,28230,34888,0,0,3150
0,0,0,0,0,0,17828,27286,34456,1,0,3155
0,0,0,0,0,0,30263,35368,36024,0,1,3160
0,0,0,0,0,0,22117,30231,35528,0,0,3165
0,0,0,0,0,0,28054,35096,36360,1,1,3177
0,0,0,0,0,0,23093,30423,35672,0,0,3180
0,0,0,0,0,0,19556,28486,34968,0,0,3185
0,0,0,0,0,0,18420,27782,34648,0,0,3190
0,0,0,0,0,0,30887,35752,36120,0,1,3195
0,0,0,0,0,0,22021,30279,35512,1,0,3200
0,0,0,0,0,0,19236,28390,34872,0,0,3205
0,0,0,0,0,0,17636,27158,34408,0,0,3210
0,0,0,0,0,0,30167,34984,35864,0,1,3215
0,0,0,0,0,0,22149,30071,35528,0,0,3220
0,0,0,0,0,0,19508,28374,34872,1,0,3225
0,0,0,0,0,0,35288,37705,37097,0,1,3230
0,0,0,0,0,0,21765,30455,35592,0,0,3235
0,0,0,0,0,0,19268,28566,34984,0,0,3240
0,0,0,0,0,0,19828,28791,35304,1,0,3245
0,0,0,0,0,0,30791,35032,35752,0,1,3250
0,0,0,0,0,0,22085,30023,35416,0,0,3255
0,0,0,0,0,0,19332,28406,34872,0,0,3260
0,0,0,0,0,0,30343,37593,39641,2,2,3303
0,0,0,0,0,0,28006,33560,37561,0,1,3305
0,0,0,0,0,0,21989,30247,36280,0,0,3310
0,0,0,0,0,0,19652,28695,35368,1,0,3315
0,0,0,0,0,0,17988,27414,34760,0,0,3320
0,0,0,0,0,0,30311,35000,36040,0,1,3325
0,0,0,0,0,0,22341,30231,35640,0,0,3330
0,0,0,0,0,0,19572,28454,35032,1,0,3335
0,0,0,0,0,0,35256,36296,36696,0,1,3340
0,0,0,0,0,0,21109,29495,35160,0,0,3345
0,0,0,0,0,0,19012,28102,34728,0,0,3350
0,0,0,0,0,0,19060,28166,34920,0,0,3355
0,0,0,0,0,0,30839,35848,36008,1,1,3360
0,0,0,0,0,0,21941,30167,35448,0,0,3365
0,0,0,0,0,0,19236,28438,34872,0,0,3370
0,0,0,0,0,0,17700,27254,34472,0,0,3375
0,0,0,0,0,0,30215,35704,36152,1,1,3380
0,0,0,0,0,0,22101,30407,35656,0,0,3385
0,0,0,0,0,0,26182,34008,37737,1,1,3402
0,0,0,0,0,0,23509,30423,36184,0,0,3405
0,0,0,0,0,0,20132,28791,35272,0,0,3410
0,0,0,0,0,0,31271,35816,36296,0,1,3415
0,0,0,0,0,0,22405,30359,35688,0,0,3420
0,0,0,0,0,0,19556,28598,35016,1,0,3425
0,0,0,0,0,0,18260,27718,34616,0,0,3430
0,0,0,0,0,0,30295,35512,36120,0,1,3435
0,0,0,0,0,0,22037,30279,35560,0,0,3440
0,0,0,0,0,0,19380,28502,35000,1,0,3445
0,0,0,0,0,0,33144,35176,35368,0,0,3450
0,0,0,0,0,0,24774,31831,36392,0,1,3455
0,0,0,0,0,0,20581,29191,35352,0,0,3460
0,0,0,0,0,0,18836,28006,34808,0,0,3465
0,0,0,0,0,0,31735,35192,35944,1,1,3470
