lsmaccx,lsmaccy,lsmaccz,lsmangx,lsmangy,lsmangz,a0,a1,a2,f1,f2,timestamp
0,0,0,0,0,0,18148,27206,34536,0,0,615
0,0,0,0,0,0,14947,26598,34760,0,0,627
0,0,0,0,0,0,19348,27542,34808,0,0,630
0,0,0,0,0,0,31271,33224,36184,0,1,635
0,0,0,0,0,0,22533,29655,35608,0,0,640
0,0,0,0,0,0,19508,28022,34920,0,0,645
0,0,0,0,0,0,18084,27222,34488,0,0,650
0,0,0,0,0,0,17396,26790,34312,0,0,655
0,0,0,0,0,0,17060,26374,34104,0,0,660
0,0,0,0,0,0,16740,26358,34056,0,0,665
0,0,0,0,0,0,34248,34840,35896,0,1,670
0,0,0,0,0,0,21429,28743,34920,0,0,675
0,0,0,0,0,0,19108,27750,34536,0,0,680
0,0,0,0,0,0,17956,27126,34360,0,0,685
0,0,0,0,0,0,17364,26630,34216,0,0,690
0,0,0,0,0,0,17028,26406,34056,0,0,695
0,0,0,0,0,0,16500,26134,33944,0,0,700
0,0,0,0,0,0,32039,35048,35816,0,1,705
0,0,0,0,0,0,22181,29655,35320,0,0,710
0,0,0,0,0,0,19412,28150,34808,0,0,715
0,0,0,0,0,0,15571,27078,34872,0,0,727
0,0,0,0,0,0,18356,27078,34408,0,0,730
0,0,0,0,0,0,16852,26358,34088,0,0,735
0,0,0,0,0,0,32359,34200,36889,0,1,740
0,0,0,0,0,0,22789,29703,35704,0,0,745
0,0,0,0,0,0,19732,28166,34920,0,0,750
0,0,0,0,0,0,18244,27350,34520,0,0,755
0,0,0,0,0,0,17524,26742,34296,0,0,760
0,0,0,0,0,0,17092,26438,34104,0,0,765
